sessionNo,startHour,startWeekday,duration,cCount,cMinPrice,cMaxPrice,cSumPrice,bCount,bMinPrice,bMaxPrice,bSumPrice,bStep,onlineStatus,availability,customerNo,maxVal,customerScore,accountLifetime,payments,age,address,lastOrder,rCount,bMinPriceVariance,bMaxPriceVariance,bMeanVariance,cMeanVariance,order
2310,20,7,6583.784,168,2.99,31.95,1182.62,13,5.99,29.99,221.87,?,y,completely orderable,26204,800,566,56,2,44,2,235,1,3.4082840237,3.4082840237,3.4082840237,3.4082840237,1
2311,20,7,1917.826,7,24.99,34.99,139.95,1,24.99,24.99,24.99,1,y,completely orderable,26205,600,70,219,0,38,2,435,0,0,0,0,0,1
2312,20,7,567.178,2,3.99,3.99,7.98,1,3.99,3.99,3.99,4,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2313,20,7,3136.835,43,7,29.95,761.47,5,14.99,24.99,94.95,5,y,completely orderable,26206,3500,583,389,5,62,2,81,1,1.6581632653,1.6581632653,1.6581632653,1.6581632653,1
2314,20,7,1145.779,16,29.99,49.99,239.9,1,39.99,39.99,39.99,2,y,completely orderable,26207,300,465,196,2,43,2,60,0,0,0,0,0,0
2315,20,7,360.01,14,9.99,19.99,149.87,2,9.99,19.99,29.98,?,?,?,26208,4500,535,391,25,53,2,62,1,25,25,25,25,0
2316,20,7,2216.559,54,9.99,47.99,1009.91,9,9.99,24.99,154.91,?,y,completely orderable,26209,1200,522,67,10,39,2,248,1,5.859375,5.859375,5.859375,5.859375,1
2317,20,7,505.758,12,12.99,59.99,368.88,4,12.99,59.99,122.96,5,y,completely orderable,?,?,?,?,?,?,?,?,1,35.387755102,35.387755102,35.387755102,35.387755102,1
2318,20,7,2863.136,162,19.99,1399.99,54844.35,2,189.99,399.99,589.98,?,?,?,?,?,?,?,?,?,?,?,1,11025,11025,11025,11025,0
2319,20,7,3830.239,194,1,39.99,955.87,11,3,24.99,66.99,?,?,?,26210,300,501,1,0,36,2,55,1,39.9636446281,39.9636446281,39.9636446281,39.9636446281,1
2320,20,7,4.963,1,49.99,49.99,49.99,1,49.99,49.99,49.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2321,20,7,207.025,6,9.99,19.99,85.94,6,9.99,19.99,85.94,?,y,completely orderable,26211,4000,80,213,4,49,1,51,1,2.0826446281,2.0826446281,2.0826446281,2.0826446281,1
2322,20,7,4235.809,78,5,1549.99,35702.08,3,12.99,29.99,72.97,5,y,completely orderable,26212,7500,504,269,12,62,1,7,1,28.5432098765,28.5432098765,28.5432098765,28.5432098765,1
2323,20,7,1730.506,25,14.99,59.95,644.98,6,14.99,29.99,127.86,5,y,completely orderable,26213,3500,554,261,9,42,1,35,1,0,0,0,0,1
2324,20,7,3168.269,14,3.99,22.99,248.46,2,17.95,19.95,37.9,3,y,completely orderable,?,?,?,?,?,?,?,?,1,0.3950617284,0.3950617284,0.3950617284,0.3950617284,0
2325,20,7,164.189,3,19.99,19.99,39.98,1,19.99,19.99,19.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2326,20,7,4239.106,5,399.99,599.99,1399.97,1,399.99,399.99,399.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2327,20,7,1996.69,59,4.99,44.99,1079.38,3,14.99,29.99,59.97,?,y,completely orderable,26214,4000,614,23,7,42,2,25,1,0,0,0,0,1
2328,20,7,945.121,30,9.99,259.99,3259.71,4,19.99,139.99,329.96,?,y,completely orderable,10297,600,490,53,15,41,2,167,1,1264,1264,1264,1264,1
2329,20,7,1256.986,21,7,199,608.89,7,7,199,300.95,1,y,completely orderable,26215,4000,523,372,19,50,2,30,1,1663.7546571429,1663.7546571429,1663.7546571429,1663.7546571429,0
2330,20,7,523.336,7,3.99,39.99,167.93,7,3.99,39.99,167.93,5,y,completely orderable,26216,2500,492,223,25,61,1,44,1,0,0,0,0,1
2331,20,7,490.221,1,59.99,59.99,59.99,1,59.99,59.99,59.99,5,y,completely orderable,26217,4000,427,138,12,61,2,12,0,0,0,0,0,1
2332,20,7,2629.173,35,29.99,120,3059.43,3,29.99,120,269.99,?,y,completely orderable,26218,300,70,10,0,25,2,325,1,0,0,0,0,1
2333,20,7,245.717,8,37.99,59.99,385.92,1,37.99,37.99,37.99,?,?,?,26219,8600,530,415,17,58,2,11,0,0,0,0,0,0
2334,20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2335,20,7,4.961,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2336,20,7,1969.648,25,7,22.99,340.62,4,7.99,19.99,46.36,?,y,completely orderable,26220,4000,513,223,20,39,2,28,1,19.5022222222,19.5022222222,19.5022222222,19.5022222222,1
2337,20,7,3380.361,43,12.99,899.99,6871.86,5,12.99,899.99,1395.86,?,y,completely orderable,26221,600,548,38,6,45,2,117,1,37650.8468809074,37650.8468809074,37650.8468809074,37650.8468809074,1
2338,20,7,1310.963,8,69.99,599,3268.93,1,449.99,449.99,449.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,3.23117426778526E-27,0
2339,20,7,2701.961,57,7,59.95,1744.9,7,19.99,59.95,306.81,?,y,completely orderable,26222,900,578,133,9,37,2,62,1,35.84,35.84,35.84,35.84,1
2340,20,7,947.976,7,9.99,299.99,462.93,6,9.99,59.99,162.94,?,y,completely orderable,26223,4000,553,293,4,51,2,55,1,2.2314049587,2.2314049587,2.2314049587,2.2314049587,1
2341,20,7,34.374,3,19.99,19.99,59.97,3,19.99,19.99,59.97,?,?,?,26224,1400,494,31,9,43,2,38,1,0,0,0,0,0
2342,20,7,1284.128,32,7.99,34.99,522.08,2,14.99,14.99,29.98,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2343,20,7,3834.457,5,599,699,3095,2,599,599,1198,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2344,20,7,4245.676,84,2.99,49.99,2203,11,2.99,49.99,314.89,?,y,completely orderable,26225,1400,568,38,9,43,2,24,1,52,52,52,52,1
2345,20,7,1961.383,18,649.99,1249.99,14849.83,1,969.99,969.99,969.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2346,20,7,132.323,5,7.99,7.99,31.96,1,7.99,7.99,7.99,2,y,completely orderable,26226,?,?,?,0,38,1,6,0,0,0,0,0,0
2347,20,7,1079.29,2,259.99,259.99,519.98,1,259.99,259.99,259.99,?,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2348,20,7,3749.094,18,4.99,39.99,304.82,6,4.99,39.99,99.94,?,y,completely orderable,26227,1900,497,98,11,74,1,146,1,37.2892561983,37.2892561983,37.2892561983,37.2892561983,1
2349,20,7,1443.351,23,9.99,59.99,592.81,5,9.99,29.99,112.95,5,y,completely orderable,?,?,?,?,?,?,?,?,1,99.6539792388,99.6539792388,99.6539792388,99.6539792388,1
2350,20,7,6016.806,97,6.99,379,2294.39,7,9.99,89.99,202.93,5,y,completely orderable,25111,2300,494,270,21,45,2,11,1,10.0459136823,10.0459136823,10.0459136823,10.0459136823,1
2351,20,7,506.523,2,9.99,9.99,19.98,1,9.99,9.99,9.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2352,20,7,3565.325,7,109.99,119.99,819.93,1,119.99,119.99,119.99,5,y,completely orderable,16158,1000,521,133,7,39,2,28,0,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,1
2353,20,7,1271.146,8,7,17.99,56.98,3,7,17.99,31.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2354,20,7,1222.808,22,1,16.95,226.54,5,5,16.95,64.88,?,?,?,14746,1300,614,66,2,79,1,129,1,14.971504,14.971504,14.971504,14.971504,0
2355,20,7,2116.516,25,119.99,799.99,4377.89,1,299.99,299.99,299.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2356,20,7,0,2,14.99,19.99,34.98,2,14.99,19.99,34.98,?,?,?,7597,3000,506,221,10,46,2,7,1,0,0,0,0,0
2357,20,7,25.944,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2358,20,7,3456.586,7,399.99,649.99,3547.95,2,399.99,599,998.99,1,y,completely orderable,?,?,?,?,?,?,?,?,1,8801.1066888889,8801.1066888889,8801.1066888889,8801.1066888889,0
2359,20,7,3808.58,76,14.99,149.99,2640.55,1,119.99,119.99,119.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,2.01948391736579E-28,1
2360,20,7,855.369,22,3,39.99,364.89,3,14.99,22.99,57.97,?,y,completely orderable,26228,4000,514,55,10,56,1,16,1,0,0,0,0,1
2361,20,7,5.239,2,599.99,599.99,599.99,2,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2362,20,7,37.277,2,199.99,199.99,399.98,1,199.99,199.99,199.99,1,y,completely not orderable,26229,2700,557,100,11,28,2,157,0,0,0,0,0,0
2363,20,7,1331.553,21,1,3,37,2,3,3,6,?,?,?,26230,900,470,12,8,59,1,10,1,0,0,0,0,0
2364,20,7,5161.108,69,2.99,21.99,508.31,10,2.99,12.99,76.9,5,y,completely orderable,?,?,?,?,?,?,?,?,1,3.7190082645,3.7190082645,3.7190082645,3.7190082645,1
2365,20,7,580.746,27,17.99,29.99,561.75,10,17.99,29.99,223.9,?,y,completely orderable,26231,4000,603,182,8,40,2,73,1,0.3055555556,0.3055555556,0.3055555556,0.3055555556,1
2366,20,7,2493.449,75,4.99,39.99,1231.42,17,4.99,39.99,310.6,?,?,?,26232,2600,529,146,13,34,2,29,1,1.818054321,1.818054321,1.818054321,1.818054321,0
2367,20,7,103.235,2,9.99,9.99,19.98,1,9.99,9.99,9.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2368,20,7,1134.114,3,9.99,9.99,29.97,1,9.99,9.99,9.99,5,y,completely orderable,24236,13000,590,478,56,63,2,5,0,0,0,0,0,1
2369,20,7,201.339,13,8.99,19.99,208.4,2,12.5,19.99,32.49,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2370,20,7,127.372,4,17.99,29.99,83.96,1,17.99,17.99,17.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2371,20,7,2158.722,10,299.99,399.99,3524.95,2,333,399.99,732.99,1,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2372,20,7,107.888,3,17.99,17.99,35.98,1,17.99,17.99,17.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2373,20,7,778.841,14,19.99,49.99,397.9,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2374,20,7,1274.187,15,199.99,899.99,6639.85,1,479.99,479.99,479.99,?,y,completely orderable,26233,1200,454,179,10,42,2,78,0,0,0,0,0,1
2375,20,7,5639.45,80,1,529.99,8545.69,9,1,42.99,75.97,?,?,?,26234,200,476,158,8,48,2,56,1,11.5555555556,11.5555555556,11.5555555556,11.5555555556,0
2376,20,7,3024.276,19,9.95,44.99,258.78,6,9.99,24.99,80.94,?,y,completely orderable,26235,2200,503,53,10,46,2,110,1,0,0,0,0,1
2377,20,7,1458.281,12,39.99,79.99,359.94,1,59.99,59.99,59.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2378,20,7,1221.678,16,279.99,449.99,4729.87,1,299.99,299.99,299.99,3,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2379,20,7,1015.429,30,2.99,99.99,845.84,8,2.99,99.99,194.07,?,y,completely orderable,26236,4000,565,105,20,47,2,45,1,8.7970637755,8.7970637755,8.7970637755,8.7970637755,1
2380,20,7,1518.376,3,39.99,39.99,119.97,1,39.99,39.99,39.99,?,y,completely orderable,26237,200,494,66,2,30,2,71,0,0,0,0,0,1
2381,20,7,2061.572,27,3.99,29.99,326.73,10,3.99,29.99,117.9,?,y,completely orderable,26238,1900,528,67,13,48,2,110,1,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1.97215226305253E-31,1
2382,20,7,1217.889,14,17.99,49.95,523.66,1,49.95,49.95,49.95,?,?,?,26239,200,543,366,1,62,2,35,0,0,0,0,0,0
2383,20,7,261.885,3,59.99,59.99,179.97,1,59.99,59.99,59.99,?,y,completely orderable,26240,600,70,44,2,34,2,355,0,0,0,0,0,1
2384,20,7,7457.946,3,269.99,279.99,819.97,1,269.99,269.99,269.99,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2385,20,7,62.072,2,399,399,798,1,399,399,399,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2386,20,7,2096.698,33,12.99,299,1921.65,7,12.99,99.99,362.77,?,y,completely orderable,26241,2500,546,123,4,42,2,205,1,332.024,332.024,332.024,332.024,1
2387,20,7,63.076,3,59.99,59.99,179.97,1,59.99,59.99,59.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2388,20,7,5139.596,43,4.99,469,5959.56,3,4.99,44.99,64.97,?,y,completely orderable,26242,800,582,157,2,51,1,54,1,22.2222222222,22.2222222222,22.2222222222,22.2222222222,1
2389,20,7,6311.185,67,3,44.99,761.5,18,6,19.99,212.85,?,y,completely orderable,26243,900,566,15,7,33,2,4,1,0.74251875,0.74251875,0.74251875,0.74251875,1
2390,20,7,812.275,10,94.99,299.99,1294.94,1,199.99,199.99,199.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2391,20,7,249.909,13,159.99,159.99,1599.9,2,159.99,159.99,319.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2392,20,7,3347.359,35,3.99,199.99,2037.66,8,3.99,199.99,285.92,?,y,completely orderable,?,?,?,?,?,?,?,?,1,1894.6666666667,1894.6666666667,1894.6666666667,1894.6666666667,1
2393,20,7,2777.594,41,69.99,469.99,10569.65,2,329.99,329.99,659.98,?,y,completely orderable,26244,300,480,26,4,39,2,32,1,0,0,0,0,1
2394,20,7,1815.126,30,5,64.99,980.68,3,29.99,35.99,95.97,1,y,completely orderable,26245,3000,562,383,10,57,2,217,1,6.75,6.75,6.75,6.75,0
2395,20,7,23.537,1,6.99,6.99,6.99,1,6.99,6.99,6.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2396,20,7,1483.751,41,6.99,69.99,938.87,2,12.99,19.99,32.98,1,y,completely orderable,26246,600,70,12,1,34,1,380,1,0,0,0,0,0
2397,20,7,561.958,6,39.95,49.95,249.74,1,39.95,39.95,39.95,1,y,completely orderable,26247,1500,491,42,18,29,2,80,0,0,0,0,0,0
2398,20,7,48.686,2,299.99,299.99,599.98,1,299.99,299.99,299.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2399,20,7,1016.735,16,199.99,949.99,10929.84,1,599.99,599.99,599.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2400,20,7,361.724,11,3.99,14.99,121.89,3,12.99,12.99,38.97,1,y,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2401,20,7,1385.939,4,12.99,599.99,1225.96,2,12.99,599.99,612.98,5,y,completely orderable,26248,1300,531,72,3,44,2,27,1,21439.8488888889,21439.8488888889,21439.8488888889,21439.8488888889,1
2402,20,7,974.504,6,3.99,9.99,37.95,4,3.99,9.99,27.96,?,y,completely orderable,?,?,?,?,?,?,?,?,1,8.75,8.75,8.75,8.75,1
2403,20,7,362.392,19,19.95,89.95,858.1,3,19.95,59.95,99.85,?,?,?,26249,800,80,172,0,36,2,45,1,0,0,0,0,0
2404,20,7,4.703,1,9.99,9.99,9.99,1,9.99,9.99,9.99,1,y,completely orderable,26250,100,512,7,0,35,1,229,0,0,0,0,0,0
2405,20,7,235.876,1,24.99,24.99,24.99,1,24.99,24.99,24.99,?,y,completely orderable,26251,4000,70,70,0,32,2,12,0,0,0,0,0,1
2406,20,7,434.771,28,7,14.99,242.81,2,9.99,14.99,24.98,?,?,?,26252,600,70,51,0,28,2,425,1,0,0,0,0,0
2407,20,7,107.661,4,29.9,29.9,59.8,1,29.9,29.9,29.9,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2408,20,7,1494.558,46,7,19.99,733.56,10,9.99,19.99,169.9,?,y,completely orderable,26253,4000,532,224,12,31,2,413,1,10.05859375,10.05859375,10.05859375,10.05859375,1
2409,20,7,45.859,2,59.99,59.99,119.98,1,59.99,59.99,59.99,4,y,completely orderable,26254,600,573,133,21,49,2,8,0,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,5.04870979341448E-29,0
2410,20,7,219.775,7,3.99,39.99,141.93,7,3.99,39.99,141.93,?,y,completely orderable,26255,600,521,58,4,38,1,267,1,16.0661157025,16.0661157025,16.0661157025,16.0661157025,1
2411,20,7,981.278,10,3.99,32.95,141.76,5,3.99,32.95,75.87,5,y,completely orderable,26256,800,526,24,14,68,2,36,1,33.3152378698,33.3152378698,33.3152378698,33.3152378698,1
2412,20,7,1674.011,27,15,49.99,821.76,3,15,29.99,74.98,?,y,completely orderable,26257,800,482,17,10,25,2,27,1,18.5702561983,18.5702561983,18.5702561983,18.5702561983,1
2413,20,7,408.846,9,69.99,149.99,609.95,1,149.99,149.99,149.99,?,?,?,26258,300,555,6,2,37,2,16,0,0,0,0,0,0
2414,20,7,1015.19,5,749.99,1099.99,5149.95,1,1099.99,1099.99,1099.99,5,y,completely orderable,18360,600,444,46,13,35,1,160,0,0,0,0,0,1
2415,20,7,1146.077,6,11.99,34.99,158.94,6,11.99,34.99,158.94,2,y,completely orderable,?,?,?,?,?,?,?,?,1,108.1875,108.1875,108.1875,108.1875,0
2416,20,7,2230.114,5,399.99,499.99,1869.96,1,499.99,499.99,499.99,1,y,completely orderable,26259,9500,549,223,43,42,2,6,0,0,0,0,0,0
2417,20,7,2144.825,27,29.99,74.99,1439.57,3,29.99,74.99,154.97,?,y,completely orderable,26260,5000,545,358,17,67,2,6,1,260.2040816327,260.2040816327,260.2040816327,260.2040816327,1
2418,20,7,1810.451,59,3,49.99,1022.08,9,3.99,24.99,123.91,?,y,completely orderable,26261,1800,70,224,6,47,2,474,1,0,0,0,0,1
2419,20,7,1338.446,24,0,17.99,317.93,5,0,15,60,5,y,completely orderable,?,?,?,?,?,?,?,?,1,53.2544378698,53.2544378698,53.2544378698,53.2544378698,1
2420,20,7,1062.238,10,4.99,39.95,184.82,3,14.99,39.95,74.93,?,y,completely orderable,26262,1300,520,88,5,45,2,298,1,2.25,2.25,2.25,2.25,1
2421,20,7,253.256,2,69.9,69.9,139.8,1,69.9,69.9,69.9,?,y,completely orderable,26263,2400,559,59,2,46,1,131,0,0,0,0,0,1
2422,20,7,74.403,3,29.99,29.99,89.97,1,29.99,29.99,29.99,5,y,completely orderable,26264,1800,440,31,30,25,2,19,0,0,0,0,0,1
2423,20,7,59.624,2,54.99,54.99,109.98,2,54.99,54.99,109.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2424,20,7,12558.632,32,1,999,7223.76,6,1,299.99,340.95,?,y,completely orderable,26265,4000,568,317,8,42,2,69,1,0,0,0,0,1
2425,20,7,368.119,18,19.99,36.99,192.92,3,19.99,27.99,67.97,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2426,20,7,2023.093,27,11.99,89.99,868.81,5,11.99,79.99,220.95,?,y,completely orderable,26266,2500,553,381,5,63,2,45,1,0.2366863905,0.2366863905,0.2366863905,0.2366863905,1
2427,20,7,1878.246,26,3.99,29.99,358.36,3,3.99,14.99,24.97,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2428,20,7,2022.755,180,1,5,386,17,1,5,33,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2429,20,7,226.371,6,3.99,19.99,71.94,2,3.99,19.99,23.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2430,20,7,3933.978,56,1,199.99,1207.59,2,9.99,19.99,29.98,?,?,?,26267,300,415,78,2,30,2,11,1,0,0,0,0,0
2431,20,7,1415.397,30,199.99,549.99,7749.78,2,349.99,399.99,749.98,2,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2432,20,7,1058.366,19,3.99,34.99,333.82,6,3.99,34.99,123.94,?,?,?,26268,500,460,117,15,34,2,6,1,0,0,0,0,0
2433,20,7,2320.511,73,5,25,995.69,14,5,25,170.94,?,y,completely orderable,26269,200,440,75,6,28,2,11,1,7.725304,7.725304,7.725304,7.725304,1
2434,20,7,1369.719,14,3.99,49.99,203.94,4,3.99,49.99,103.96,?,y,completely orderable,26270,600,614,63,9,48,1,14,1,252.2448979592,252.2448979592,252.2448979592,252.2448979592,1
2435,20,7,353.671,1,199.99,199.99,199.99,1,199.99,199.99,199.99,?,y,completely orderable,26271,1800,514,38,6,41,2,42,0,0,0,0,0,1
2436,20,7,3214.882,97,9,85.99,1655.24,12,9,39.99,221.89,4,y,completely orderable,26272,1500,540,106,22,41,2,29,1,90.55776875,90.55776875,90.55776875,90.55776875,1
2437,20,7,304.499,6,499.99,499.99,1499.97,1,499.99,499.99,499.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2438,20,7,715.712,17,5,12.99,128.9,5,5,12.99,35.98,1,y,completely orderable,26273,600,437,30,17,30,1,61,1,0,0,0,0,0
2439,20,7,1136.521,57,0,29.99,660.49,10,0,19.99,116.92,5,y,completely orderable,26274,8500,588,179,34,42,1,11,1,28.19424375,28.19424375,28.19424375,28.19424375,1
2440,20,7,1886.73,30,14.99,1499,3955.74,2,19.99,19.99,39.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2441,20,7,1967.82,27,12.99,69.95,815.47,7,12.99,69.95,191.89,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2442,20,7,70.313,3,3.99,29.99,63.97,3,3.99,29.99,63.97,5,y,completely orderable,26275,10200,596,318,24,53,2,9,1,137.9591836735,137.9591836735,137.9591836735,137.9591836735,1
2443,20,7,2064.154,12,9.99,39.99,224.78,1,19.95,19.95,19.95,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2444,20,7,5353.405,92,4.99,79.99,1495.54,12,5.95,79.99,230.68,?,y,completely orderable,26276,500,557,125,5,30,2,69,1,283.2155061728,283.2155061728,283.2155061728,283.2155061728,1
2445,20,7,2191.457,39,7,139.99,562.83,4,7.99,139.99,197.96,3,y,completely orderable,?,?,?,?,?,?,?,?,1,3.2709572742,3.2709572742,3.2709572742,3.2709572742,0
2446,20,7,426.602,25,24.99,149.95,1079.63,2,29.99,149.95,179.94,?,?,?,26277,300,430,85,6,38,2,122,1,3597.6004,3597.6004,3597.6004,3597.6004,0
2447,20,7,2199.293,28,3.99,29.99,303.68,7,3.99,20,78.91,?,y,completely orderable,26278,300,503,68,2,46,2,269,1,28.0350109375,28.0350109375,28.0350109375,28.0350109375,1
2448,20,7,11934.3,42,39.99,99.99,2279.26,1,39.99,39.99,39.99,?,?,?,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2449,20,7,1537.055,30,3.99,24.99,519.7,10,3.99,24.99,167.9,5,y,completely orderable,26279,1400,592,234,10,52,2,26,1,37.1358024691,37.1358024691,37.1358024691,37.1358024691,1
2450,20,7,54.56,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2451,20,7,3711.681,26,7.99,999.9,8725.17,2,14.99,14.99,29.98,?,y,completely orderable,4080,900,578,122,12,51,2,47,1,0,0,0,0,1
2452,20,7,881.352,28,6.99,39.99,422.72,6,9.99,39.99,99.94,?,y,completely orderable,26280,900,504,67,8,48,2,49,1,0,0,0,0,1
2453,20,7,316.872,5,169.99,177.99,865.95,2,169.99,177.99,347.98,5,y,completely orderable,?,?,?,?,?,?,?,?,1,15.36,15.36,15.36,15.36,1
2454,20,7,2504.024,10,49.95,49.95,99.9,1,49.95,49.95,49.95,1,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2455,20,7,328.94,14,8.99,19.99,140.91,2,12.99,19.99,32.98,1,y,completely orderable,26281,4000,578,39,5,36,1,158,1,9.1875,9.1875,9.1875,9.1875,0
2456,20,7,3054.515,52,5.95,799.99,2550.17,7,5.95,39.99,152.89,?,y,completely orderable,26282,200,433,155,13,71,2,19,1,6.4043061728,6.4043061728,6.4043061728,6.4043061728,1
2457,20,7,2818.909,52,6.99,39.4,849.45,1,7,7,7,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,1
2458,20,7,3491.274,42,0,70.99,748.63,7,0,59,124.95,?,y,completely orderable,26283,2500,556,219,6,46,2,145,1,11.9792691358,11.9792691358,11.9792691358,11.9792691358,1
2459,20,7,501.05,7,9.99,12.99,45.96,2,9.99,12.99,22.98,?,y,completely orderable,26284,4000,543,133,12,33,2,4,1,0,0,0,0,1
2460,20,7,25.109,4,29.99,29.99,119.96,1,29.99,29.99,29.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2461,20,7,4810.92,20,9.74,199,872.16,3,19.49,64.99,118.48,?,y,completely orderable,26285,3000,525,212,5,37,2,93,1,208.9618617284,208.9618617284,208.9618617284,208.9618617284,1
2462,20,7,2848.362,49,3.99,69.99,572.5,4,3.99,34.99,58.97,?,y,completely orderable,26286,500,484,8,5,22,2,60,1,29.2416,29.2416,29.2416,29.2416,1
2463,20,7,1848.888,17,39.99,699,3196.9,5,39.99,699,1138.96,5,y,completely orderable,26287,2400,484,42,9,44,2,63,1,9565.5554369093,9565.5554369093,9565.5554369093,9565.5554369093,1
2464,20,7,144.04,3,39.99,39.99,119.97,1,39.99,39.99,39.99,2,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
2465,20,7,920.55,24,3.99,379,1630.84,5,3.99,379,405.96,1,y,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2466,20,7,1220.296,27,9.9,52.49,353.89,3,9.9,52.49,72.29,5,y,completely orderable,26288,3000,532,112,8,38,1,59,1,0,0,0,0,1
2467,20,7,2632.539,67,5.99,59.99,1795.43,2,19.99,49.99,69.98,?,?,?,?,?,?,?,?,?,?,?,1,0,0,0,0,0
2468,20,7,9554.427,30,6.99,79.99,961.57,7,6.99,79.99,266.93,5,y,completely orderable,?,?,?,?,?,?,?,?,1,252.81,252.81,252.81,252.81,1
2469,20,7,2304.646,20,12.99,74.99,325.92,5,12.99,74.99,176.95,?,y,completely orderable,26289,800,70,66,0,24,2,622,1,0.1814058957,0.1814058957,0.1814058957,0.1814058957,1
2470,20,7,682.841,12,29.99,79.99,544.88,2,34.99,34.99,69.98,?,y,completely orderable,?,?,?,?,?,?,?,?,1,0,0,0,0,1
2471,20,7,2216.272,28,3.5,100.83,1031.72,5,14.95,100.83,203.26,5,y,completely orderable,26290,7500,535,286,34,53,2,11,1,422.69379375,422.69379375,422.69379375,422.69379375,1
2472,20,7,2708.912,9,4.99,39.99,148.94,2,19.99,39.99,59.98,5,y,completely orderable,26291,800,535,60,2,37,2,34,1,43.75,43.75,43.75,43.75,1
2473,20,7,68.84,1,49.99,49.99,49.99,1,49.99,49.99,49.99,5,y,completely orderable,?,?,?,?,?,?,?,?,0,0,0,0,0,0
