@relation database_class_mode_unknown

@attribute startHour numeric
@attribute startWeekday numeric
@attribute duration numeric
@attribute cCount numeric
@attribute cMinPrice numeric
@attribute cMaxPrice numeric
@attribute cSumPrice numeric
@attribute bCount numeric
@attribute bMinPrice numeric
@attribute bMaxPrice numeric
@attribute bSumPrice numeric
@attribute bStep numeric
@attribute onlineStatus {y,desconhecido,n}
@attribute availability {'completely orderable',desconhecido,'mainly orderable','completely not orderable',mixed,'completely not determinable','mainly not orderable'}
@attribute customerNo string
@attribute maxVal numeric
@attribute accountLifetime numeric
@attribute payments numeric
@attribute age numeric
@attribute lastOrder numeric
@attribute rCount numeric
@attribute bMinPriceVariance numeric
@attribute bMaxPriceVariance numeric
@attribute bMeanVariance numeric
@attribute cMeanVariance numeric
@attribute order {y,n}

@data
20,7,734.032,5,9.99,9.99,39.96,2,9.99,9.99,19.98,5,y,'completely orderable',26064,600,13,6,28,294,1,0,0,0,0,y
20,7,3233.537,22,19.99,99.95,671.76,2,28.99,28.99,57.98,5,y,'completely orderable',26065,600,13,0,54,65,1,0,0,0,0,n
20,7,1447.477,16,0.99,59.99,261.84,3,0.99,0.99,2.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,3782.052,21,5,49.99,294.9,4,9.99,19.99,57.98,1,y,'completely orderable',26066,300,3,3,30,22,1,19.857616,19.857616,19.857616,19.857616,n
20,7,1842.597,11,9.99,49.95,253.82,6,9.99,19.99,89.95,5,y,'completely orderable',26067,3000,85,1,38,183,1,9.60962,9.60962,9.60962,9.60962,y
20,7,460.035,3,12.99,24.99,57.97,3,12.99,24.99,57.97,5,y,'completely orderable',26068,800,223,0,58,170,1,11.25,11.25,11.25,11.25,y
20,7,13739.176,14,19.99,59.99,319.94,1,59.99,59.99,59.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,11492.526,6,299.99,379.99,1659.95,1,299.99,299.99,299.99,1,y,'completely not orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,397.492,1,19.99,19.99,19.99,1,19.99,19.99,19.99,4,y,'completely orderable',26042,600,95,1,53,256,0,0,0,0,0,n
20,7,2550.53,61,3,7.99,171.84,2,3.99,6.99,10.98,4,y,'completely orderable',desconhecido,600,5,0,53,34,1,1.6875,1.6875,1.6875,1.6875,n
20,7,354.744,9,14.99,209.99,639.91,4,14.99,209.99,304.96,4,y,'completely orderable',26069,0,16,0,25,509,1,0,0,0,0,n
20,7,356.454,3,14.95,99.99,129.89,1,14.95,14.95,14.95,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,731.435,3,129.99,179,487.99,1,179,179,179,4,y,'completely orderable',26070,3400,216,13,46,14,0,0,0,0,0,n
20,7,361.722,2,229.99,229.99,459.98,1,229.99,229.99,229.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,653.785,11,9.99,31.99,168.92,1,10,10,10,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,2156.336,17,7,79.99,404.56,5,7,59.95,153.84,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,392.706008,392.706008,392.706008,392.706008,y
20,7,1286.36,24,12.95,19.99,183.86,1,19.99,19.99,19.99,1,y,'completely orderable',26071,600,34,8,28,10,0,0,0,0,0,n
20,7,277.028,5,9.99,49.99,209.95,1,49.99,49.99,49.99,3,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,979.435,11,12.99,24.99,159.91,2,12.99,24.99,37.98,5,desconhecido,desconhecido,26072,8500,364,52,56,6,1,36,36,36,36,n
20,7,1050.243,25,249.99,789.99,12119.75,1,399.99,399.99,399.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,3582.946,62,3.99,39.9,1375.08,3,9.99,34.9,79.79,5,y,'completely orderable',26073,1500,95,3,32,7,1,146.865822,146.865822,146.865822,146.865822,y
20,7,1547.702,39,9.99,29.99,675.62,10,12.99,24.99,174.9,5,y,'completely orderable',26074,300,167,0,44,111,1,7.555556,7.555556,7.555556,7.555556,y
20,7,304.406,3,179,179,179,1,179,179,179,5,y,'completely orderable',26075,600,359,4,60,70,0,0,0,0,0,y
20,7,197.594,5,9.99,64.99,129.95,5,9.99,64.99,129.95,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,5.555556,5.555556,5.555556,5.555556,y
20,7,903.057,11,16.99,27.99,222.89,7,16.99,27.99,151.93,5,y,'completely orderable',26076,4000,50,6,56,266,1,0,0,0,0,y
20,7,1062.127,22,28,99.95,587.75,3,29.99,89.95,169.93,2,y,'completely orderable',26077,300,10,6,33,67,1,543.296256,543.296256,543.296256,543.296256,n
20,7,3063.09,84,4.99,199.99,3797.1,4,29.99,179.99,321.97,5,y,'completely orderable',26078,300,199,1,29,272,1,3125,3125,3125,3125,y
20,7,1971.635,50,5,39.99,821.55,7,12.99,24.99,116.93,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,2469.102,13,5.99,39.99,178.89,3,5.99,19.99,38.97,1,y,desconhecido,26079,600,68,6,28,20,1,0,0,0,0,n
20,7,801.177,15,11.99,35.99,387.86,3,11.99,35.99,77.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,104,104,104,104,n
20,7,1403.597,48,14.99,70.99,1334.2,9,14.99,70.99,266.91,5,desconhecido,desconhecido,26080,700,20,5,37,45,1,3.719008,3.719008,3.719008,3.719008,y
20,7,502.384,6,29.99,29.99,119.96,1,29.99,29.99,29.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,50.824,3,24.99,24.99,74.97,1,24.99,24.99,24.99,5,desconhecido,desconhecido,26081,600,16,1,36,70,0,0,0,0,0,n
20,7,1637.819,15,199.99,299.99,4099.85,2,199.99,299.99,499.98,5,y,'completely orderable',26082,4000,219,14,29,92,1,0,0,0,0,y
20,7,429.298,9,29.99,49.99,329.91,2,29.99,49.99,79.98,5,y,'completely orderable',26083,5000,51,8,42,11,1,88.888889,88.888889,88.888889,88.888889,y
20,7,12.096,3,27.99,27.99,83.97,1,27.99,27.99,27.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,387.434,5,3.99,19.99,41.95,5,3.99,19.99,41.95,5,y,'completely orderable',26084,2000,45,15,43,33,1,0,0,0,0,y
20,7,990.415,20,9.99,29.99,356.81,11,9.99,29.99,200.89,5,y,'completely orderable',26085,1200,84,0,38,27,1,17.285319,17.285319,17.285319,17.285319,y
20,7,3509.487,17,49.99,899.99,7298.84,2,49.99,899.99,949.98,5,y,'completely orderable',26086,1000,25,13,22,238,1,109019.20439,109019.20439,109019.20439,109019.20439,n
20,7,1589.272,43,9.99,49.95,1221.32,1,16.99,16.99,16.99,5,y,'completely orderable',26087,1500,349,3,35,106,0,0,0,0,0,y
20,7,13.303,3,1,1,3,1,1,1,1,1,y,'completely not orderable',19861,5000,9,5,43,5,0,0,0,0,0,n
20,7,3240.178,12,3.99,39.99,168.89,3,3.99,9.99,23.97,5,desconhecido,desconhecido,26088,300,0,0,27,28,1,6.75,6.75,6.75,6.75,n
20,7,2464.158,67,1,19.99,493.74,3,12.99,19.99,45.97,5,y,'completely orderable',26089,300,261,0,51,392,1,5.359375,5.359375,5.359375,5.359375,y
20,7,6805.05,84,2.99,299.99,1491.96,5,7.99,49.99,91.95,5,y,'completely orderable',26090,2900,341,12,63,8,1,0,0,0,0,y
20,7,2929.746,50,3.99,999.99,9757.03,1,24.99,24.99,24.99,5,y,'completely orderable',26091,2900,133,6,67,6,0,0,0,0,0,y
20,7,168.068,7,44.99,1110.99,4661.94,2,44.99,1110.99,1155.98,5,desconhecido,desconhecido,17065,500,49,40,22,7,1,213066.75,213066.75,213066.75,213066.75,n
20,7,821.367,14,9.99,99.99,855.46,0,?,?,?,5,y,'completely orderable',20763,2500,56,16,30,14,0,0,0,0,0,y
20,7,1887.256,56,7.99,79.99,2119.9,4,24.99,69.95,154.92,5,y,'completely orderable',26092,600,18,16,40,6,1,221.0908,221.0908,221.0908,221.0908,y
20,7,502.504,7,14.99,29,83.97,1,14.99,14.99,14.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,556.115,17,4.99,16.99,133.72,2,9.95,9.99,19.94,2,y,'completely orderable',26093,700,57,13,38,31,1,0.000256,0.000256,0.000256,0.000256,n
20,7,752.667,23,9.99,49.99,306.85,6,9.99,34.99,110.94,5,y,'completely orderable',26094,13500,293,13,57,28,1,5.289256,5.289256,5.289256,5.289256,y
20,7,194.32,3,9.99,24.99,34.98,3,9.99,24.99,34.98,5,y,'completely orderable',26095,600,128,2,57,72,1,38.888889,38.888889,38.888889,38.888889,y
20,7,2060.326,7,159.99,1499,5153.99,2,699,699,1398,3,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,149.4,5,47.99,59.99,287.95,1,59.99,59.99,59.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,3238.797,31,4.99,29.95,362.53,3,9.99,12.99,33.97,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0.81,0.81,0.81,0.81,y
20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,200,200,200,200,n
20,7,1110.154,17,12.99,59.95,594.55,10,12.99,59.95,342.74,5,y,'completely orderable',26096,600,38,5,42,113,1,0,0,0,0,y
20,7,1778.595,26,9.99,49.99,564.98,4,9.99,34.99,94.96,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,39.506173,39.506173,39.506173,39.506173,y
20,7,671.994,7,19.99,19.99,139.93,7,19.99,19.99,139.93,5,desconhecido,desconhecido,26097,3000,221,16,43,14,1,0,0,0,0,n
20,7,290.085,15,66.99,66.99,133.98,1,66.99,66.99,66.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,4647.755,51,12.99,59.99,1668.38,8,12.99,49.99,197.93,5,y,'completely orderable',26098,1000,50,10,40,241,1,18.36,18.36,18.36,18.36,y
20,7,872.656,2,299.99,299.99,599.98,1,299.99,299.99,299.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,44.444,6,6.99,6.99,41.94,2,6.99,6.99,13.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,1058.306689,1058.306689,1058.306689,1058.306689,n
20,7,270.053,5,9.99,19.99,89.95,1,19.99,19.99,19.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,2059.723,41,5.49,24.99,407.53,3,5.49,5.49,16.47,1,y,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,1012.718,5,19.99,19.99,59.97,1,19.99,19.99,19.99,3,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,403.368,5,7.5,29.99,87.46,1,29.99,29.99,29.99,5,y,'completely orderable',26099,600,24,6,27,6,0,0,0,0,0,y
20,7,351.179,11,10.99,24.99,212.89,1,18.99,18.99,18.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,164.68,6,9.99,14.99,76.94,6,9.99,14.99,76.94,5,y,'completely orderable',26100,2000,215,17,57,24,1,1.338843,1.338843,1.338843,1.338843,y
20,7,1604.273,26,14.99,29.99,449.82,6,14.99,29.99,154.94,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,44.515306,44.515306,44.515306,44.515306,y
20,7,434.052,20,9.99,29.99,409.8,8,9.99,29.99,149.92,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,33.106576,33.106576,33.106576,33.106576,y
20,7,287.522,4,3.99,79.99,167.96,2,3.99,79.99,83.98,5,y,'completely orderable',26101,1300,109,15,52,99,1,924.16,924.16,924.16,924.16,y
20,7,2418.888,45,12.99,79.99,870.81,3,12.99,19.99,52.97,5,y,'completely orderable',26102,600,7,8,33,27,1,10,10,10,10,y
20,7,5958.645,135,1,49.99,1147.63,23,1,49.99,300.85,1,y,desconhecido,26103,2000,186,6,45,13,1,0.325255,0.325255,0.325255,0.325255,n
20,7,3339.669,81,6.99,34.99,909.24,12,9.99,27.99,154.88,5,y,'completely orderable',26104,1600,57,13,41,6,1,0,0,0,0,y
20,7,4247.163,44,3.99,49.99,598.85,3,29.99,49.99,114.97,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,53.472222,53.472222,53.472222,53.472222,n
20,7,2197.75,9,7.99,7.99,71.91,2,7.99,7.99,15.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
20,7,5085.661,88,0,999.99,2871.03,8,0,39.99,94.05,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,6.619394,6.619394,6.619394,6.619394,y
20,7,728.381,8,299.99,299.99,1199.96,1,299.99,299.99,299.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,552.507,11,25,79.99,444.93,1,79.99,79.99,79.99,2,y,'completely orderable',26105,300,23,11,33,58,0,0,0,0,0,n
20,7,3384.14,15,9.99,99.99,707.87,3,12.99,99.99,125.97,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,827.859375,827.859375,827.859375,827.859375,n
20,7,1364.847,32,3.99,75.9,701.61,6,3.99,49.99,147.94,5,y,'completely orderable',26106,1000,34,3,54,327,1,0,0,0,0,y
20,7,4030.658,51,4.99,29.99,706.52,14,4.99,29.99,190.86,5,y,'completely orderable',26107,800,49,5,51,37,1,0,0,0,0,y
20,7,405.462,2,24.99,24.99,49.98,1,24.99,24.99,24.99,5,y,'completely orderable',26108,2500,223,1,49,435,0,0,0,0,0,y
20,7,44.862,4,169.99,181.95,699.92,1,169.99,169.99,169.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,5109.769,52,9.99,59.99,1796.66,5,24.99,49.95,224.79,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,61.531022,61.531022,61.531022,61.531022,n
20,7,262.462,6,49.95,49.95,99.9,1,49.95,49.95,49.95,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,1328.988,15,9.99,16.79,193.46,4,9.99,14.99,37.97,5,y,'completely orderable',26109,2000,208,35,50,10,1,2.102041,2.102041,2.102041,2.102041,y
20,7,744.507,12,29.99,89.95,577.45,1,47.96,47.96,47.96,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,595.947,5,24.99,24.99,99.96,1,24.99,24.99,24.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,45.837,4,19.99,19.99,39.98,1,19.99,19.99,19.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,3435.595,13,14.99,99.95,497.86,2,14.99,16,30.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,4562.898,25,4.99,19.99,298.77,2,19.99,19.99,39.98,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,1268.414,27,3.99,29.99,354.82,6,3.99,29.99,143.94,5,y,'completely orderable',26110,1000,140,5,46,134,1,87.603306,87.603306,87.603306,87.603306,y
20,7,3734.185,45,4.99,47.99,940.55,3,14.99,32.99,77.97,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,50,50,50,50,n
20,7,425.71,4,12.99,39.95,110.84,1,39.95,39.95,39.95,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,6277.026,57,3.99,15.95,455.11,4,11.9,15,54.79,1,y,desconhecido,26111,2500,221,11,60,14,1,0.034439,0.034439,0.034439,0.034439,n
20,7,0,3,99.99,169,398.98,3,99.99,169,398.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,144.378,5,24.99,34.99,144.95,1,24.99,24.99,24.99,4,y,'completely orderable',26112,600,31,10,46,287,0,0,0,0,0,n
20,7,3767.242,18,14.5,34.36,231.18,2,18.9,22.9,41.8,5,y,'completely orderable',26113,4000,140,6,49,54,1,2.222222,2.222222,2.222222,2.222222,y
20,7,3537.223,99,1,39.99,1208.31,9,3.99,39.99,135.92,1,y,'completely orderable',26114,400,112,12,52,46,1,101.666667,101.666667,101.666667,101.666667,n
20,7,1464.572,14,12.99,449.99,2140.88,3,12.99,399.99,425.97,5,y,'completely orderable',26115,3000,191,1,44,12,1,9933.658163,9933.658163,9933.658163,9933.658163,y
20,7,406.893,13,14.99,29.99,323.93,1,29.99,29.99,29.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,68.001,3,49.99,49.99,149.97,1,49.99,49.99,49.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,5959.646,100,3.99,24.99,1342.48,14,8.99,19.99,179.36,5,y,'completely orderable',26116,2200,25,10,61,22,1,0.2275,0.2275,0.2275,0.2275,y
20,7,5751.939,104,8.99,69.99,1051.55,11,9.99,69.99,314.85,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,64.75,64.75,64.75,64.75,y
20,7,2471.327,37,14.99,199.95,901.66,5,14.99,19.99,84.95,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
20,7,125.966,7,39.99,129.99,459.94,3,39.99,129.99,229.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,432.494,2,629.99,629.99,1259.98,1,629.99,629.99,629.99,1,y,'completely not orderable',26117,600,7,6,40,235,0,0,0,0,0,n
20,7,804.927,13,14.99,79.99,246.9,1,16.99,16.99,16.99,5,desconhecido,desconhecido,26118,1000,123,8,38,62,0,0,0,0,0,n
20,7,2466.368,40,4.99,699.99,4347.06,5,5.95,12.99,52.34,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,10.888889,10.888889,10.888889,10.888889,n
20,7,502.06,9,29.99,34.99,304.91,1,34.99,34.99,34.99,5,desconhecido,desconhecido,26119,800,65,12,41,75,0,0,0,0,0,n
20,7,1037.867,7,499,499,998,1,499,499,499,5,y,'completely orderable',26120,600,86,12,27,32,0,0,0,0,0,y
20,7,308.855,4,44.99,99.99,324.88,1,89.95,89.95,89.95,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,496.171,19,9.99,59.95,314.75,3,9.99,29.99,69.97,5,y,'completely orderable',26121,3400,215,23,47,12,1,75,75,75,75,y
20,7,1067.406,10,3.99,35.95,146.41,1,3.99,3.99,3.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,4326.135,81,7.99,89.99,2133.44,5,9.99,29.99,104.95,5,y,'completely orderable',26122,1600,134,4,26,76,1,27.504726,27.504726,27.504726,27.504726,y
20,7,151.263,12,19.99,19.99,239.88,3,19.99,19.99,59.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,2845.137,14,19.99,299.99,1412.88,1,39.99,39.99,39.99,5,y,'completely orderable',26123,300,179,8,48,93,0,0,0,0,0,y
20,7,1554.33,13,29.99,299.99,2089.87,1,299.99,299.99,299.99,5,y,'completely orderable',26124,300,8,6,28,33,0,0,0,0,0,y
20,7,87.011,9,15.99,39.99,263.91,2,15.99,39.99,55.98,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,128,128,128,128,n
20,7,14.622,2,19.32,19.32,38.64,1,19.32,19.32,19.32,5,desconhecido,desconhecido,26125,600,36,17,30,6,0,0,0,0,0,n
20,7,707.835,19,7,59.99,372.69,4,12.99,14.99,55.96,1,y,'completely orderable',26126,600,13,9,49,179,1,0,0,0,0,n
20,7,225.056,16,4.5,10.99,125.35,1,6.99,6.99,6.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,3137.192,4,249.99,849.99,2799.96,1,849.99,849.99,849.99,5,y,'completely orderable',26127,600,24,1,52,23,0,0,0,0,0,y
20,7,19.764,3,299.99,299.99,899.97,1,299.99,299.99,299.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,3424.337,56,10,99.99,1722.18,21,10,99.99,842.72,5,y,'completely orderable',26128,1000,172,13,50,10,1,228.994718,228.994718,228.994718,228.994718,y
20,7,1171.704,4,17.99,399.99,457.96,4,17.99,399.99,457.96,5,y,'completely orderable',26129,300,457,10,68,145,1,6325.429752,6325.429752,6325.429752,6325.429752,y
20,7,727.737,3,299.99,299.99,899.97,1,299.99,299.99,299.99,5,y,'completely orderable',26130,2700,160,9,47,152,0,0,0,0,0,y
20,7,412.253,9,10,29.99,149.93,2,14.99,19.99,34.98,5,desconhecido,desconhecido,2019,3400,66,20,75,4,1,0,0,0,0,n
20,7,1665.876,101,8.99,19.99,211.85,1,14.99,14.99,14.99,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,225.165,2,229,229,458,1,229,229,229,2,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,1292.477,11,17.99,99.99,454.91,2,17.99,79.99,97.98,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,239.182222,239.182222,239.182222,239.182222,y
20,7,1879.068,73,4.99,49.95,1651.36,7,9.99,39.95,162.85,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,44.478554,44.478554,44.478554,44.478554,y
20,7,394.812,11,12.99,34.99,205.89,3,12.99,12.99,38.97,5,y,'completely orderable',26131,300,86,43,44,5,1,0,0,0,0,y
20,7,667.835,4,59.99,99.99,279.96,2,59.99,59.99,119.98,1,y,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,1407.699,26,3.99,59.99,654.98,8,3.99,34.99,183.54,5,y,'completely orderable',26132,1000,433,8,66,62,1,53.966942,53.966942,53.966942,53.966942,y
20,7,2533.777,30,34.99,599,5418.82,3,44.99,399,822.99,1,y,'completely orderable',desconhecido,600,5,0,53,34,1,22767.893898,22767.893898,22767.893898,22767.893898,n
20,7,1488.023,18,9.99,24.99,319.83,6,9.99,24.99,109.94,5,y,'completely orderable',26133,4000,85,5,58,69,1,12.244898,12.244898,12.244898,12.244898,y
20,7,968.097,8,299.99,399.99,2699.93,1,399.99,399.99,399.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,1741.375,44,7.99,34.99,940.45,2,19.99,24.99,44.98,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,456.881,25,3,179,481.95,9,3,179,226,4,y,'completely orderable',5824,600,22,11,40,16,1,3766.204082,3766.204082,3766.204082,3766.204082,n
20,7,684.235,15,29.99,159.99,829.88,3,39.99,159.99,239.97,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,1763.265306,1763.265306,1763.265306,1763.265306,y
20,7,8663.465,20,3.99,19.99,129.91,0,?,?,?,5,y,'completely orderable',26134,4000,74,18,43,57,0,0,0,0,0,n
20,7,2347.921,83,9.99,1999.99,35847.82,6,12.99,139.99,342.81,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,598.577258,598.577258,598.577258,598.577258,n
20,7,839.456,19,7.99,17.99,242.82,7,7.99,17.99,91.93,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,13.638889,13.638889,13.638889,13.638889,n
20,7,299.03,2,49.99,49.99,99.98,1,49.99,49.99,49.99,5,y,'completely orderable',26135,2100,109,23,41,562,0,0,0,0,0,y
20,7,192.775,5,9.95,9.95,39.8,2,9.95,9.95,19.9,2,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,277.557,2,99.99,99.99,199.98,1,99.99,99.99,99.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,578.082,6,6.99,89.99,193.96,1,6.99,6.99,6.99,1,y,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,2958.204,83,3.99,44.99,1730.21,9,3.99,44.99,169.41,1,y,'completely orderable',26136,300,85,3,54,36,1,0,0,0,0,n
20,7,2746.009,67,7.9,59.95,1520.77,7,9.99,59.95,217.85,1,y,'completely orderable',26137,600,22,0,32,528,1,378.5528,378.5528,378.5528,378.5528,n
20,7,153.211,2,29.99,59.99,89.98,2,29.99,59.99,89.98,5,y,'completely orderable',26138,4000,433,5,58,157,1,0,0,0,0,y
20,7,1204.756,17,3.99,29.99,287.83,5,3.99,29.99,77.95,5,y,'completely orderable',26139,4000,208,2,62,23,1,28.113422,28.113422,28.113422,28.113422,y
20,7,483.635,16,39.99,159.95,1339.57,4,39.99,159.95,389.88,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,168.75,168.75,168.75,168.75,n
20,7,40.464,4,3.99,19.99,49.96,4,3.99,19.99,49.96,5,y,'completely orderable',26140,600,93,1,36,40,1,11.25,11.25,11.25,11.25,n
20,7,20.633,2,3.99,3.99,7.98,1,3.99,3.99,3.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,37.739,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,2163.491,24,7,34.99,439.85,4,10,17.99,58.97,5,desconhecido,desconhecido,desconhecido,600,5,0,53,34,1,0,0,0,0,n
20,7,371.369,4,9.99,49.99,99.96,4,9.99,49.99,99.96,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,69.135802,69.135802,69.135802,69.135802,y
20,7,1838.721,34,7,20,423.87,3,7,19.99,46.98,5,y,'completely orderable',8221,600,19,10,25,19,1,0,0,0,0,y
20,7,3207.791,27,14.99,399.99,869.73,6,14.99,19.99,109.94,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
20,7,915.926,14,11.99,29.99,244.86,1,22.99,22.99,22.99,3,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,n
20,7,622.678,14,14.99,19.99,184.9,2,14.99,19.99,34.98,5,y,'completely orderable',26141,1200,49,10,32,256,1,0,0,0,0,y
20,7,2431.171,14,1,39.99,255.9,3,2.99,39.99,62.97,5,y,'completely orderable',26142,700,9,18,28,63,1,0,0,0,0,y
20,7,1181.324,5,49.99,109.99,369.95,2,49.99,109.99,159.98,5,y,'completely orderable',26143,600,19,3,63,445,1,0,0,0,0,y
20,7,146.192,2,9.99,9.99,19.98,1,9.99,9.99,9.99,5,y,'completely orderable',26144,300,10,0,27,57,0,0,0,0,0,y
20,7,172.933,8,7.99,19.99,76.93,8,7.99,19.99,76.93,5,y,'completely orderable',26145,900,215,6,60,15,1,0.535714,0.535714,0.535714,0.535714,y
20,7,481.781,8,59.95,59.95,479.6,2,59.95,59.95,119.9,5,y,'completely orderable',desconhecido,600,5,0,53,34,1,0,0,0,0,y
20,7,201.851,2,59.99,59.99,119.98,1,59.99,59.99,59.99,5,y,'completely orderable',desconhecido,600,5,0,53,34,0,0,0,0,0,y
20,7,137.735,4,899,999,3796,4,899,999,3796,1,y,desconhecido,desconhecido,600,5,0,53,34,1,1093.75,1093.75,1093.75,1093.75,n
20,7,2974.76,19,3.99,139.99,663.53,2,24.99,34.95,59.94,5,y,'completely orderable',26146,600,95,0,35,678,1,0,0,0,0,y
